geometry,buffered_geometry,longitude,latitude,ndvi,fapar,ndbi,ndwi,ndmi,aerosol,surface_temperature,precipitation_rate,relative_humidity,predicted_labels
POINT (124.5090234787344 7.826545660425244),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.50902347873436,
                7.826545660425244
              ]
            }
          }
        }
      }
    }
  }
})",124.50902347873436,7.826545660425244,0.12922533664588845,0.08274285714285713,-0.29491278598736487,0.18546365520403643,0.29491278598736487,193.54119138149557,22.020770186335426,1.580281718815968e-06,92.62833404541016,coconut
POINT (124.6140320291485 7.822672617975194),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.61403202914849,
                7.8226726179751935
              ]
            }
          }
        }
      }
    }
  }
})",124.61403202914849,7.8226726179751935,0.3536742950845199,0.07115530303030304,-0.16183012408325226,-0.19005296841993916,0.16183012408325226,117.17171717171719,25.869823232323313,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.480035662234 7.891926766510967),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.480035662234,
                7.891926766510967
              ]
            }
          }
        }
      }
    }
  }
})",124.480035662234,7.891926766510967,0.11963116041201961,0.07302801992528021,-0.26819400230869705,0.1646458941062776,0.26819400230869705,205.51828499369478,23.933860523038618,4.099999841855606e-06,93.17912292480469,coconut
POINT (124.422460294494 7.814175550269191),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.42246029449403,
                7.814175550269191
              ]
            }
          }
        }
      }
    }
  }
})",124.42246029449403,7.814175550269191,0.05033221098450866,0.08742484472049691,-0.32460264281535006,0.2870110170153604,0.32460264281535006,223.47474747474743,22.171130434782697,4.099999841855606e-06,93.17912292480469,coconut
POINT (124.5725272447383 7.887670605996236),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.57252724473827,
                7.887670605996236
              ]
            }
          }
        }
      }
    }
  }
})",124.57252724473827,7.887670605996236,0.3053264945003057,0.08830580075662044,-0.22426482178231238,-0.0722534082116753,0.22426482178231238,196.57142857142856,24.14881462799491,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.4462796141903 7.818921709389306),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.44627961419029,
                7.818921709389306
              ]
            }
          }
        }
      }
    }
  }
})",124.44627961419029,7.818921709389306,0.11866904651136537,0.08661097256857854,-0.2800106407918713,0.17845765515574696,0.2800106407918713,217.14285714285714,22.061708229426415,4.099999841855606e-06,93.17912292480469,coconut
POINT (124.7832353608283 7.884517708800182),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.78323536082833,
                7.884517708800182
              ]
            }
          }
        }
      }
    }
  }
})",124.78323536082833,7.884517708800182,0.3609109220864234,0.04480390920554855,-0.15824547447779042,-0.2002107090903986,0.15824547447779042,95.84555984555983,24.391109709962166,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.668900465324 7.769785895394069),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.66890046532401,
                7.769785895394069
              ]
            }
          }
        }
      }
    }
  }
})",124.66890046532401,7.769785895394069,0.36617053235389274,0.07168939393939396,-0.16445899359499017,-0.20107337580370002,0.16445899359499017,94.88461538461539,24.372398989899068,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.6209906786552 7.907833799305353),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.62099067865519,
                7.907833799305353
              ]
            }
          }
        }
      }
    }
  }
})",124.62099067865519,7.907833799305353,0.35526499905089043,0.07729522613065325,-0.1856345729505378,-0.1607629715876525,0.1856345729505378,204.67181467181464,24.76971105527639,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.8091217004056 7.845063806503786),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.8091217004056,
                7.845063806503786
              ]
            }
          }
        }
      }
    }
  }
})",124.8091217004056,7.845063806503786,0.3558747298820182,0.05932065906210394,-0.1684683054147558,-0.19069087654842715,0.1684683054147558,96.0,28.08771863117869,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.7106219097211 7.895440824373276),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.71062190972113,
                7.895440824373276
              ]
            }
          }
        }
      }
    }
  }
})",124.71062190972113,7.895440824373276,0.3385021527773368,0.04994667503136763,-0.17278755225639086,-0.16706763181819528,0.17278755225639086,114.78128950695323,25.907867001254658,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.608915168 7.860888343551648),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.608915168,
                7.860888343551648
              ]
            }
          }
        }
      }
    }
  }
})",124.608915168,7.860888343551648,0.32428665619177505,0.07634406565656567,-0.1328811723795289,-0.19027405305236447,0.1328811723795289,138.90931989924437,26.18988636363639,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.4304362419524 7.773932678880149),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.43043624195245,
                7.773932678880149
              ]
            }
          }
        }
      }
    }
  }
})",124.43043624195245,7.773932678880149,0.30799520702035665,0.06504906832298137,-0.2266199091308144,-0.062069974449900034,0.2266199091308144,207.01030927835046,21.86720496894418,4.099999841855606e-06,93.17912292480469,sugarcane
POINT (124.5694523188812 7.922487507831448),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.5694523188812,
                7.922487507831448
              ]
            }
          }
        }
      }
    }
  }
})",124.5694523188812,7.922487507831448,0.32475851778553516,0.08538699494949493,-0.24917000326023048,-0.05673290013117923,0.24917000326023048,219.4987212276215,22.8919823232323,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.4876600686101 7.915330855446564),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.48766006861014,
                7.915330855446564
              ]
            }
          }
        }
      }
    }
  }
})",124.48766006861014,7.915330855446564,0.12072279625409318,0.0455155472636816,-0.26693999095283494,0.16103717979783735,0.26693999095283494,199.40966921119596,22.21027363184089,4.099999841855606e-06,93.17912292480469,banana
POINT (124.8136979780362 7.761832315607218),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.8136979780362,
                7.761832315607218
              ]
            }
          }
        }
      }
    }
  }
})",124.8136979780362,7.761832315607218,0.3380318977030491,0.05249686323713928,-0.1300382874824065,-0.2072840210403737,0.1300382874824065,95.50757575757576,26.67563362609792,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.6037266869212 7.801011595402771),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.60372668692122,
                7.8010115954027714
              ]
            }
          }
        }
      }
    }
  }
})",124.60372668692122,7.8010115954027714,0.3971673549211263,0.08746633416458856,-0.21874280134624638,-0.1703621401401433,0.21874280134624638,95.96221662468515,22.679239401496318,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.8739241860516 7.946785552684027),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.87392418605162,
                7.946785552684027
              ]
            }
          }
        }
      }
    }
  }
})",124.87392418605162,7.946785552684027,0.10162617420037778,0.06813478260869563,-0.07124510137040915,-0.0429156798861351,0.07124510137040915,4.941919191919192,16.83219875776399,6.02479360622965e-07,86.05332946777344,sugarcane
