geometry,buffered_geometry,longitude,latitude,ndvi,fapar,ndbi,ndwi,ndmi,aerosol,surface_temperature,precipitation_rate,relative_humidity,predicted_labels
POINT (124.6004523886416 7.809990602324922),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.60045238864164,
                7.809990602324922
              ]
            }
          }
        }
      }
    }
  }
})",124.60045238864164,7.809990602324922,0.3862585733541055,0.08492000000000002,-0.19122121760852248,-0.18761914253904294,0.19122121760852248,94.80657395701644,23.457100000000082,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.6649656270165 7.789660918878156),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.66496562701653,
                7.789660918878156
              ]
            }
          }
        }
      }
    }
  }
})",124.66496562701653,7.789660918878156,0.34514273467997114,0.05863975155279503,-0.15379544481100868,-0.19344618978453215,0.15379544481100868,92.66666666666666,26.29862111801242,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.5023954662866 7.806464565944234),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.50239546628656,
                7.806464565944234
              ]
            }
          }
        }
      }
    }
  }
})",124.50239546628656,7.806464565944234,0.15041066506413617,0.07209254658385093,-0.28289490299753306,0.15374361947509618,0.28289490299753306,198.14432989690724,22.83735403726712,2.0153634816762285e-06,92.72343920595158,coconut
POINT (124.5340990837136 8.010674921854697),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.53409908371361,
                8.010674921854697
              ]
            }
          }
        }
      }
    }
  }
})",124.53409908371361,8.010674921854697,0.07984181717367493,0.06072914072229141,-0.3238078569322569,0.26050817642100305,0.3238078569322569,14.001267427122942,22.05744707347452,1.0368450611760006e-06,94.18112953157534,coconut
POINT (124.9122498508206 7.934250782892568),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.9122498508206,
                7.934250782892568
              ]
            }
          }
        }
      }
    }
  }
})",124.9122498508206,7.934250782892568,0.2598606227886513,0.08483001245330013,-0.14068663800401993,-0.12147809539516174,0.14068663800401993,34.298865069356864,20.212665006226644,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.5313298649862 8.001259277064635),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.5313298649862,
                8.001259277064635
              ]
            }
          }
        }
      }
    }
  }
})",124.5313298649862,8.001259277064635,0.07944882750305264,0.06714078282828283,-0.3193404102438016,0.25628785610295257,0.3193404102438016,145.33754740834388,21.76195707070707,1.3995825374785446e-06,93.14465709647746,coconut
POINT (124.4769813451142 7.881933329226682),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.47698134511421,
                7.8819333292266816
              ]
            }
          }
        }
      }
    }
  }
})",124.47698134511421,7.8819333292266816,0.1302987514726482,0.0812919799498747,-0.2768001178180944,0.1642586997668172,0.2768001178180944,215.11111111111111,23.94497493734343,4.099999841855606e-06,93.17912292480469,coconut
POINT (124.8022712900311 7.892186912441968),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.80227129003109,
                7.892186912441968
              ]
            }
          }
        }
      }
    }
  }
})",124.80227129003109,7.892186912441968,0.3918769760004617,0.05059746835443039,-0.19411874359671033,-0.19517526962578477,0.19411874359671033,87.31377551020407,23.313759493670943,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.9074079964899 7.748799517349348),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.90740799648988,
                7.748799517349348
              ]
            }
          }
        }
      }
    }
  }
})",124.90740799648988,7.748799517349348,0.337132545780496,0.05055131414267835,-0.15049933613001806,-0.1894224356919942,0.15049933613001806,10.728192161820477,31.619511889862338,6.014856323693383e-07,82.63313587556345,corn
POINT (124.8654393891918 7.855141881356039),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.8654393891918,
                7.8551418813560385
              ]
            }
          }
        }
      }
    }
  }
})",124.8654393891918,7.8551418813560385,0.3249955380023144,0.05835840707964602,-0.12836899617112527,-0.19984050152639266,0.12836899617112527,96.0,28.52297092288245,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.7941846061417 7.80520281631061),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.79418460614167,
                7.80520281631061
              ]
            }
          }
        }
      }
    }
  }
})",124.79418460614167,7.80520281631061,0.35438997568355185,0.061196139476961384,-0.1485547540603607,-0.20554328981665493,0.1485547540603607,86.60102301790282,26.498542963885427,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.6018081412401 7.811883266353151),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.60180814124007,
                7.811883266353151
              ]
            }
          }
        }
      }
    }
  }
})",124.60180814124007,7.811883266353151,0.3804266982593685,0.08335242839352429,-0.1847370918887537,-0.1890732933364524,0.1847370918887537,95.85128205128207,23.89097135740974,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.9170924115325 7.840092650298343),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.91709241153252,
                7.840092650298343
              ]
            }
          }
        }
      }
    }
  }
})",124.91709241153252,7.840092650298343,0.33503844057037924,0.06353233830845771,-0.1523746127307827,-0.18382401909862356,0.1523746127307827,65.40764331210191,26.43624378109456,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.5953218565463 7.959940813471393),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.59532185654626,
                7.959940813471393
              ]
            }
          }
        }
      }
    }
  }
})",124.59532185654626,7.959940813471393,0.23376437220091897,0.06059,-0.2490410155093853,0.02636490571117658,0.2490410155093853,165.01799485861181,21.310875000000067,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.4834071609352 7.83517935825126),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.48340716093519,
                7.83517935825126
              ]
            }
          }
        }
      }
    }
  }
})",124.48340716093519,7.83517935825126,0.18568479636673216,0.07359022556390978,-0.2739299733461955,0.10938191470998865,0.2739299733461955,192.12151898734174,21.81296992481208,4.099999841855606e-06,93.17912292480469,coconut
POINT (124.9090302161172 7.905136300099645),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.90903021611724,
                7.905136300099645
              ]
            }
          }
        }
      }
    }
  }
})",124.90903021611724,7.905136300099645,0.24542988502487187,0.07604037267080745,-0.12104464690593367,-0.1306435157050057,0.12104464690593367,197.51077313054498,22.474770186335377,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.754158570496 7.755192254903316),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.754158570496,
                7.755192254903316
              ]
            }
          }
        }
      }
    }
  }
})",124.754158570496,7.755192254903316,0.32090335639895534,0.055001981505944514,-0.13490606651925463,-0.18685725898874642,0.13490606651925463,96.0,29.8192025316456,7.735573696715585e-07,85.67103666474549,sugarcane
POINT (124.8860447961163 7.861297971610736),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.88604479611627,
                7.861297971610736
              ]
            }
          }
        }
      }
    }
  }
})",124.88604479611627,7.861297971610736,0.34070659646405277,0.059792288557213934,-0.14432035836966617,-0.19700403762443253,0.14432035836966617,89.29501915708812,28.774850746268726,6.02479360622965e-07,86.05332946777344,sugarcane
POINT (124.4271255031101 7.863753367819219),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.42712550311012,
                7.863753367819219
              ]
            }
          }
        }
      }
    }
  }
})",124.42712550311012,7.863753367819219,0.045429271954528505,0.08701055900621117,-0.2851667340323037,0.25012315584649325,0.2851667340323037,166.19746835443038,25.1976397515528,4.099999841855606e-06,93.17912292480469,coconut
POINT (124.6131577016533 7.934537591424241),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.61315770165331,
                7.934537591424241
              ]
            }
          }
        }
      }
    }
  }
})",124.61315770165331,7.934537591424241,0.3988178818111517,0.0787773631840796,-0.2403612696088329,-0.14135104085948993,0.2403612696088329,221.49683944374203,23.215920398009928,1.580281718815968e-06,92.62833404541016,sugarcane
POINT (124.437420381012 7.859573836634201),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.43742038101205,
                7.859573836634201
              ]
            }
          }
        }
      }
    }
  }
})",124.43742038101205,7.859573836634201,0.06702002180398017,0.08988805031446542,-0.2933298499776595,0.23986007992483033,0.2933298499776595,210.70393900889454,24.41657861635224,4.099999841855606e-06,93.17912292480469,coconut
POINT (124.5015993225243 7.78201718395652),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.50159932252433,
                7.78201718395652
              ]
            }
          }
        }
      }
    }
  }
})",124.50159932252433,7.78201718395652,0.2997685036294281,0.07655904522613066,-0.2524816266495032,-0.029831675563980493,0.2524816266495032,202.81518987341772,21.6290703517588,2.1374053239101593e-06,92.75011651120593,sugarcane
POINT (124.748090619947 7.872582217360423),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.748090619947,
                7.872582217360423
              ]
            }
          }
        }
      }
    }
  }
})",124.748090619947,7.872582217360423,0.3370122959763466,0.05137888198757765,-0.14764891267357955,-0.191425785428652,0.14764891267357955,96.0,27.121577639751536,1.1575795813611046e-06,89.78597181805914,sugarcane
POINT (124.8312219336634 7.803911635474901),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.83122193366344,
                7.803911635474901
              ]
            }
          }
        }
      }
    }
  }
})",124.83122193366344,7.803911635474901,0.33460764738692717,0.06068664169787765,-0.1278512620791637,-0.20686384002853767,0.1278512620791637,90.45153061224488,28.015468164794072,6.02479360622965e-07,86.05332946777344,sugarcane
